truck,car,motor,bus,train,build,sky,wall,vaget,bike,road,terrain,pole,bridge,person,traffic sign,side walk,traffic light,rider,lat,lng
0.000745773,0.002771378,0.000408173,,,0.215425491,0.44503212,0.001430511,0.077152252,0.004648209,0.185770035,0.018692017,0.002386093,0.021688461,0.002365112,0.003818512,0.018629074,1.34E-05,,114.0106473,22.63535876
,0.000492096,,,,0.000196457,0.359539032,,0.468135834,,0.109121323,0.05931282,0.003103256,,4.77E-05,0.000965118,,6.29E-05,,114.0599593,22.57919331
,,,,,0.037298203,0.478160858,,0.383081436,,0.062791824,0.003648758,0.003067017,0.026082993,1.91E-06,3.81E-05,0.006759644,4.58E-05,,113.9390869,22.50055575
0.011579514,0.001861572,,,,0.058338165,0.382074356,0.043725967,0.317272186,0.00037384,0.041404724,0.076137543,0.003677368,0.041242599,0.004013062,0.001192093,0.017999649,6.48E-05,1.91E-05,114.1068912,22.62366311
0.008270264,0.015014648,,,,0.020004272,0.619571686,0.001134872,0.158994675,,0.110618591,0.000120163,0.003650665,0.056158066,0.000356674,0.001384735,0.005670547,2.67E-05,,113.820297,22.74367127
,1.72E-05,,,3.24E-05,0.018125534,0.652242661,,0.195734024,,0.116785049,1.72E-05,0.00387764,,7.63E-06,0.000564575,0.013572693,,,113.9092951,22.54467773
0.001480103,8.39E-05,,,,0.035577774,0.4245224,0.00041008,0.46821785,,0.045156479,0.004228592,0.008874893,0.008136749,,0.002920151,0.001218796,0.000148773,,113.997758,22.59752618
0.002515793,0.002635956,2.48E-05,0.001012802,0.00123024,0.032670975,0.656414032,2.10E-05,0.043779373,5.72E-06,0.129833221,0.001329422,0.006443024,0.022260666,0.000705719,0.003900528,0.096166611,2.67E-05,,113.9898769,22.65970686
0.000394821,0.029994965,0.011787415,,,0.05273819,0.386940002,0.013856888,0.392541885,0.003587723,0.066993713,0.003087997,0.001390457,0.011951447,0.019170761,0.002807617,0.003702164,5.72E-06,2.48E-05,113.9127267,22.58304151
,0.000411987,,,,0.038347244,0.466501236,,0.253383636,0.000299454,0.158693314,0.058729172,0.002838135,0.015983582,5.15E-05,,0.005737305,,,113.8213931,22.75361085
3.62E-05,0.003726959,,,,0.019460678,0.527215958,0.001142502,0.23226738,,0.183187485,0.001390457,0.00047493,0.003540039,0.000286102,0.000745773,0.02750206,,,114.1413012,22.65516394
1.53E-05,0.010282516,0.001771927,,,0.074476242,0.533172607,3.81E-06,0.134441376,0.010854721,0.15486145,,0.008407593,0.014972687,0.002925873,0.001176834,0.053190231,0.000326157,9.73E-05,113.9669189,22.56243004
0.003013611,,,,,0.137178421,0.40747261,0.008441925,0.213113785,3.43E-05,0.112600327,0.000535965,0.003303528,0.083219528,6.68E-05,5.15E-05,0.031129837,,0.000814438,113.8257121,22.76668126
,0.000757217,,,,0.016353607,0.47618103,3.81E-06,0.277441025,0.001047134,0.173015594,0.023483276,0.0103302,0.011741638,0.000370026,0.000652313,0.009105682,0.000494003,,113.8768921,22.55544352
0.151227951,0.039007187,4.58E-05,0.014297485,,0.187711716,0.350034714,0.003137589,0.086351395,0.000146866,0.144321442,0.001052856,0.000663757,0.005958557,0.00100708,0.004217148,0.011716843,7.25E-05,5.72E-06,114.0629272,22.55039951
0.035770416,0.003854752,,,1.91E-06,0.069860458,0.509910583,3.81E-06,0.193548203,,0.133090973,0.016401291,0.005825043,0.009723663,0.002904892,0.010904312,0.00860405,0.000133514,0.00043869,114.1518589,22.63238532
0.000152588,0.014448166,0.000102997,0.010665894,,0.177513123,0.025613785,,0.58275032,0.023324966,0.093900681,3.81E-05,0.001117706,0.012821198,0.004985809,2.86E-05,0.053508759,3.81E-06,,114.0139197,22.66179649
0.000205994,0.006904602,,,,0.000926971,0.540128708,0.005348206,0.253545761,1.91E-06,0.094860077,3.81E-06,0.000743866,0.062274933,0.000196457,0.00802803,0.027803421,3.81E-06,,113.9524122,22.56633677
0.082891464,0.008811951,3.43E-05,,,0.077093124,0.516321182,0.002901077,0.04123497,0.000463486,0.184392929,0.002264023,0.004343033,0.053182602,0.000284195,0.004045486,0.022706985,5.72E-06,,113.8706469,22.51356759
0.000154495,0.003076553,,,0.000232697,0.028598785,0.598255157,0.010290146,0.158622742,,0.158254623,0.01698494,0.005313873,0.014669418,0.00037384,0.000923157,0.005195618,3.05E-05,,113.8631593,22.65000496
5.72E-06,0.000707626,7.06E-05,,0.003112793,0.051425934,0.394126892,0.011829376,0.265472412,0.000261307,0.152853012,0.029127121,0.00976181,0.042768478,5.15E-05,0.026580811,0.012817383,3.81E-06,,113.9285439,22.57959945
0.002122879,4.39E-05,,3.81E-06,1.91E-06,0.146455765,0.451446533,,0.260980606,,0.118841171,0.003515244,0.003910065,0.001832962,,0.001651764,0.010149002,2.10E-05,,114.0613939,22.57824549
0.330993652,0.014564514,0.001037598,,,0.162837982,0.168655396,0.007785797,0.131782532,3.81E-06,0.060949326,,,0.122266769,9.92E-05,,,,,114.0934878,22.61144769
0.011678696,0.000127792,,,0.002569199,0.062738419,0.536388397,0.013839722,0.092176437,,0.134300232,,0.003629684,0.128662109,,0.001478195,0.013362885,2.48E-05,,113.9920511,22.65636125
7.25E-05,0.001094818,,0.000341415,0.000112534,0.005081177,0.561128616,,0.215179443,,0.199460983,9.54E-06,0.00299263,0.005680084,1.14E-05,0.001567841,0.008237839,5.72E-06,,113.962566,22.56200162
0.000457764,0.016580582,1.14E-05,,,0.099592209,0.167459488,1.91E-06,0.510133743,0.012105942,0.12195015,0.011461258,0.006374359,0.036272049,0.001031876,0.004022598,0.013399124,0.000102997,1.91E-05,113.8963749,22.58244468
0.000101089,0.004575729,,,,0.060932159,0.36961937,0.000276566,0.302177429,0.000335693,0.195087433,0.022424698,0.000900269,0.015239716,0.005292892,0.003225327,0.020780563,,7.63E-06,114.0150013,22.65018516
,0.003919601,,,,0.032562256,0.647306442,0.017608643,0.049476624,,0.181463242,0.037715912,0.008317947,0.018737793,0.001821518,0.00050354,0.001319885,0.00022316,,113.9212987,22.61763729
0.001131058,0.021211624,0.000787735,7.63E-06,,0.224411011,0.34696579,,0.157392502,0.013980865,0.165493011,0.021654129,0.008520126,0.000299454,0.005262375,0.002523422,0.030759811,0.000270844,0.000305176,114.0255894,22.65471503
0.000377655,,,,,0.000230789,0.58423996,9.16E-05,0.245111465,,0.145921707,0.000329971,0.007633209,0.002264023,,0.000400543,0.014312744,6.29E-05,,114.0606692,22.57765886
0.006011963,0.010025024,,,,0.105644226,0.547225952,0.090711594,0.02448082,0.010820389,0.135864258,0.000417709,0.004367828,0.011312485,0.000959396,0.000305176,0.052829742,,,114.0740484,22.65286612
,0.001716614,,,,0.120279312,,,0.812791824,,0.055625916,0.009010315,0.000673294,6.68E-05,1.91E-06,,0.000810623,,,114.1423799,22.55668087
0.002111435,0.007061005,5.72E-06,,,0.011610031,0.550079346,,0.17937088,0.000444412,0.219768524,0.010559082,0.005418777,0.006410599,7.63E-06,0.00161171,0.006223679,0.000293732,,114.1497067,22.64154098
0.000104904,0.015535355,,0.000547409,0.000547409,0.043012619,0.623060226,0.000310898,0.022163391,0.000543594,0.271587372,0.002365112,0.007471085,0.008190155,0.000141144,0.000291824,0.004930496,0.000173569,,114.1753309,22.651879
0.001968384,0.06873703,,,1.14E-05,0.002016068,0.486204147,0.009893417,0.312498093,,0.104217529,0.000257492,0.003890991,0.010210037,0.00060463,0.000364304,4.39E-05,5.91E-05,,113.9655483,22.56597889
6.48E-05,0.003593445,,,,0.003173828,0.456962585,0.043922424,0.310096741,,0.175132751,0.000473022,0.000490189,0.00038147,,0.000116348,0.006568909,,,113.8910796,22.50678964
0.012681961,0.013952255,2.48E-05,2.48E-05,,0.009557724,0.588167191,,0.118030548,1.91E-06,0.250087738,,0.006292343,,0.000230789,0.001707077,1.91E-06,0.00021553,,114.0225702,22.59341915
,0.001083374,7.06E-05,,,0.046642303,0.144237518,0.000959396,0.570743561,0.000556946,0.141130447,0.024551392,0.009151459,0.010354996,8.20E-05,0.005737305,0.045675278,,,113.9323296,22.55943476
0.018404007,0.033679962,2.10E-05,,,0.1216259,0.407541275,,0.214265823,,0.168001175,0.005756378,0.008964539,3.43E-05,,0.00019455,0.02248764,,,113.9968498,22.66890546
0.000125885,0.000211716,,,,0.016407013,0.493144989,0.000150681,0.237117767,3.81E-06,0.145893097,0.057086945,0.017364502,0.012414932,0.001991272,0.002820969,0.016189575,5.34E-05,,113.8365205,22.57753361
0.088088989,0.002006531,0.000150681,,,0.289638519,0.346353531,,0.175149918,1.72E-05,0.046216965,0.018598557,0.00153923,0.030197144,0.001695633,0.001155853,3.81E-06,,0.000164032,113.8620694,22.60298105
0.006843567,0.011592865,1.91E-05,2.86E-05,3.81E-06,0.75784874,0.083856583,,0.000614166,0.000118256,0.073295593,,0.003063202,0.001300812,0.00725174,0.008609772,0.04652977,,,114.102753,22.56170654
5.15E-05,0.025182724,,0.000221252,,0.029071808,0.436920166,,0.413017273,1.91E-05,0.083230972,6.29E-05,0.001291275,0.011354446,0.000102997,3.81E-06,0.00044632,,,113.8129402,22.65736073
0.0057621,0.004676819,,,,0.001256943,0.404338837,,0.35118866,4.01E-05,0.133010864,0.007123947,0.008394241,0.006296158,0.004930496,0.001472473,0.072340012,0.000144958,,113.8240847,22.65416708
0.005495071,0.004005432,0.000516891,2.67E-05,,0.561759949,0.004522324,8.39E-05,0.099180222,0.000967026,0.132535934,0.000337601,0.008346558,0.17216301,0.001394272,0.000997543,0.008558273,8.58E-05,,114.0232461,22.54187199
0.000267029,0.009395599,,0.000268936,3.62E-05,0.001483917,0.555486679,0.032039642,0.16076088,1.91E-06,0.176836014,5.72E-06,0.015476227,0.006849289,0.002300262,0.028253555,0.010066986,0.001447678,,114.1499535,22.60029405
0.002780914,0.003829956,0.000118256,,1.91E-06,0.021770477,0.699151993,3.81E-05,0.000520706,1.91E-06,0.139474869,0.003318787,0.001550674,0.121963501,,0.001766205,0.004688263,,,113.7821176,22.64216117
0.003257751,0.018455505,0.000699997,0.004823685,,0.087703705,0.004245758,0.000350952,0.679603577,6.48E-05,0.079805374,0.018829346,0.010505676,0.022426605,0.001079559,0.001194,0.067909241,2.10E-05,,114.0325761,22.55964101
4.96E-05,0.00992012,3.05E-05,,,0.065328598,0.309072495,0.003007889,0.397411346,0.00592804,0.136617661,0.003635406,0.028087616,0.009307861,0.002540588,0.002397537,0.027601242,4.01E-05,,114.1023699,22.58738173
0.014621735,0.072423935,,0.000123978,0.000984192,0.254257202,0.421203613,0.014137268,0.061239243,,0.067773819,0.038389206,0.016191483,0.021808624,0.001123428,0.0117836,0.003452301,0.001462936,,113.8587031,22.63627907
0.001907349,0.002105713,,5.34E-05,,0.044151306,0.123697281,3.81E-06,0.702100754,0.000160217,0.032331467,0.014539719,0.003318787,0.056243896,,8.58E-05,0.020275116,1.91E-06,,113.9494476,22.56364368
,0.000587463,,,,0.027282715,0.344278336,0.001096725,0.356927872,0.000131607,0.089876175,0.138689041,0.004739761,0.021657944,5.72E-06,0.000265121,0.015434265,3.81E-06,,113.999978,22.63854925
,0.017831802,0.000162125,,,0.022066116,0.000587463,0.000883102,0.732212067,0.004104614,0.058729172,0.036113739,0.002412796,0.055692673,0.000152588,0.000156403,0.069871902,,,113.9446842,22.53260076
,0.06111908,0.000123978,,,0.102798462,0.241811752,0.014335632,0.385536194,0.000400543,0.119508743,0.000242233,0.005556107,0.00103569,4.58E-05,0.000391006,0.068071365,,,114.0400472,22.63231237
,2.29E-05,,,,5.72E-06,,,0.79552269,0.000219345,0.03544426,0.095802307,0.000627518,0.00094986,6.87E-05,0.000217438,0.072095871,,,114.0129459,22.55557246
0.021024704,0.115848541,0.000501633,,,0.532045364,0.056259155,0.002063751,0.118774414,0.00892067,0.083581924,1.34E-05,0.000370026,0.022882462,0.001802444,0.000656128,0.036231995,,,114.0352093,22.54697146
1.91E-06,0.023101807,,,,0.003526688,0.218351364,,0.617412567,,0.123250961,0.003484726,0.000387192,,,0.000139236,0.011320114,,,113.9627163,22.54222605
0.125818253,0.00125885,,6.87E-05,0.000167847,0.059041977,0.603628159,0.002784729,0.044519424,,0.060726166,0.007017136,0.004133224,0.082098007,0.000358582,0.005281448,0.001976013,0.002098083,,113.9046893,22.47846993
0.00069809,0.005723953,1.91E-06,,,0.019283295,0.447067261,,0.288507462,,0.174814224,0.032011032,0.005962372,0.016263962,1.53E-05,1.91E-06,0.010560989,6.48E-05,,113.8234233,22.66376528
0.001106262,0.021537781,,0.000865936,1.91E-06,0.103105545,0.493413925,0.0008564,0.146728516,0.001779556,0.206560135,0.00186348,0.010728836,0.001037598,0.002233505,0.000869751,0.005857468,0.001939774,0.000490189,113.8833991,22.56462076
0.014986038,0.002923965,0.002979279,0.001363754,,0.508987427,0.140319824,,0.115364075,0.018499374,0.077526093,,0.001127243,0.000152588,0.007083893,0.00110054,0.108236313,0.000326157,,113.9172422,22.53109351
,0.000244141,,,,0.000562668,0.019578934,0.000329971,0.923879623,,0.044559479,0.002002716,0.001144409,9.73E-05,5.72E-06,0.005102158,0.003469467,,,113.9163538,22.57363642
,0.012350082,9.54E-06,,,0.084144592,0.583612442,3.62E-05,0.13625145,,0.1687603,0.008787155,0.001083374,0.002811432,1.91E-06,0.00138092,0.001747131,,,113.8403634,22.63373811
0.000652313,0.004590988,,,0.001853943,0.01281929,0.683603287,0.000925064,0.024045944,2.29E-05,0.162088394,1.91E-06,0.002061844,0.094221115,0.000793457,0.000850677,0.012435913,9.54E-06,,113.8783149,22.5372247
0.000255585,0.001350403,4.20E-05,,,0.023004532,0.15511322,0.003549576,0.49745369,0.001155853,0.03978157,0.018112183,0.000213623,0.241415024,0.000297546,0.000305176,0.018871307,5.53E-05,,113.8897899,22.57074642
0.118787766,0.049821854,0.000259399,0.118873596,1.72E-05,0.068107605,0.457733154,0.00220871,0.111764908,,0.054698944,,0.001585007,0.003042221,0.000621796,0.00393486,0.008943558,0.000572205,3.81E-06,114.0460815,22.64297198
,0.099645615,0.000579834,,,0.17411232,0.349117279,6.10E-05,0.170499802,0.001087189,0.130952835,0.001270294,0.00394249,0.060073853,0.000835419,0.001893997,0.006422043,0.000104904,0.000377655,114.0173552,22.54008109
,0.009336472,0.000597,,,0.216440201,0.13120842,0.019262314,0.424072266,0.004463196,0.090244293,0.002813339,0.01023674,0.001613617,0.013963699,0.002096176,0.07462883,,,113.9390492,22.52750209
0.000732422,0.005401611,0.001182556,0.068286896,,0.043865204,0.482200623,,0.250343323,0.000915527,0.137264252,9.54E-06,0.004505157,0.000190735,0.00022316,0.002565384,0.002941132,0.000349045,,113.9450923,22.53945936
,2.86E-05,,,,,0.124681473,,0.654420853,,0.092546463,0.00034523,,0.126745224,,0.001241684,0.000967026,,,113.9262417,22.53219659
0.006156921,0.035064697,1.91E-05,,,0.113166809,0.490180969,0.000137329,0.112983704,0.0123806,0.213222504,,0.005361557,0.003614426,0.000997543,0.002468109,0.004003525,0.001218796,,113.8836209,22.56456026
0.00012207,0.033041,,,,0.05414772,0.013908386,0.00097084,0.661998749,0.001289368,0.136528015,0.001285553,0.006067276,0.008876801,0.008190155,0.000398636,0.074150085,1.91E-06,,114.1251094,22.56804644
,0.013038635,0.001358032,0.000148773,,0.000328064,0.317857742,,0.556812286,,0.083055496,0.003269196,0.001935959,0.021554947,,,0.001617432,,,113.8142079,22.65581378
0.002052307,0.00684166,0.001062393,,,0.275562286,0.313707352,,0.124862671,0.005592346,0.184673309,0.005609512,0.011980057,0.00727272,0.002096176,0.007024765,0.051876068,0.000762939,,113.9257976,22.52193601
0.015111923,0.004034042,0.000185013,,,0.104824066,0.393945694,,0.234777451,0.000520706,0.069280624,,0.018951416,0.130138397,0.000183105,0.027105331,0.001062393,0.0008564,,114.0674997,22.54772949
,0.009374619,0.001996994,,,0.050834656,0.000638962,,0.695135117,0.004920959,0.079208374,0.077442169,0.00087738,0.041406631,0.00116539,,0.036226273,,0.001749039,114.0216657,22.52504045
,0.020954132,9.92E-05,,,0.00107193,0.30623436,0.010169983,0.422233582,0.000638962,0.176725388,0.002782822,0.001451492,0.03219223,0.000356674,,0.026058197,,7.63E-06,114.1309204,22.56094299
0.002693176,0.016073227,6.10E-05,,1.91E-06,0.118564606,0.431663513,0.00412941,0.114398956,0.006437302,0.18642807,0.000247955,0.007535934,0.082481384,0.000469208,0.013370514,0.015953064,0.000303268,0.000164032,114.0554487,22.62490864
0.000123978,0.006940842,,1.53E-05,,0.169849396,0.199493408,8.58E-05,0.426048279,4.58E-05,0.150217056,0.020122528,0.001565933,0.000123978,,0.001556396,0.024787903,,,113.9297061,22.50042748
9.54E-06,0.056005478,3.81E-06,,,0.518482208,0.228700638,,0.034677505,0.001625061,0.056343079,0.006790161,0.000406265,0.000589371,0.007762909,0.006254196,0.083278656,4.77E-05,,114.0360268,22.52279953
0.052793503,0.016544342,1.91E-06,,,0.003923416,0.44304657,,0.260490417,,0.180721283,0.030813217,0.004556656,,9.73E-05,0.005945206,0.001945496,9.73E-05,,113.9917265,22.54271904
,0.022548676,0.000303268,,,0.614658356,0.158687592,,0.00047493,0.018230438,0.085500717,,0.000774384,0.030651093,0.001480103,0.001058578,0.066509247,9.92E-05,,114.0036166,22.6739929
0.044031143,0.007572174,2.29E-05,,,0.088159561,0.3907547,0.004749298,0.204521179,0.002536774,0.167022705,0.006067276,0.005924225,0.020153046,0.000349045,0.028991699,0.030080795,4.01E-05,,114.0700632,22.64855361
,0.00179863,,,,0.001306534,0.13744545,,0.66617775,3.05E-05,0.070051193,0.118360519,0.000938416,0.000185013,,,0.004682541,,,113.914197,22.55383804
0.000955582,,,,0.001277924,0.002277374,0.729675293,0.000198364,0.003189087,1.91E-06,0.137105942,0.001155853,0.003097534,0.108362198,0.000196457,0.004272461,0.009210587,,,113.7690233,22.66227436
,0.002937317,1.14E-05,,,0.013713837,0.006038666,0.008171082,0.793348312,0.004669189,0.095806122,,0.000421524,0.061182022,0.000225067,0.000312805,0.014015198,,0.000123978,114.1329159,22.55602566
,1.91E-06,,,,0.048007965,0.296882629,,0.423692703,,0.116355896,0.11100769,0.000591278,0.002727509,,0.000238419,0.001470566,,,113.9719987,22.52587891
0.004804611,0.035812378,6.29E-05,,1.34E-05,0.432310104,,0.004535675,0.346590042,0.002218246,0.031051636,0.054285049,0.01673317,0.053144455,0.001710892,0.010709763,0.006961823,3.24E-05,,114.0100286,22.53455182
0.001707077,0.03842926,0.000610352,,,0.256155014,0.426425934,0.007461548,0.013553619,0.0039711,0.205883026,0.000375748,0.000694275,0.016965866,0.000757217,0.002864838,0.025117874,3.81E-06,,114.0791908,22.53512885
0.000507355,0.010732651,3.81E-06,,,0.002510071,0.501976013,0.000257492,0.29368782,,0.108722687,0.001321793,0.00620079,0.054925919,0.000333786,0.017385483,0.00213623,0.000207901,6.68E-05,113.9534286,22.55336518
0.000335693,0.011709213,,8.39E-05,1.91E-06,0.062458038,0.343837738,,0.355173111,0.00113678,0.144138336,0.047737122,0.007982254,0.002408981,0.001531601,0.000528336,0.021305084,0.000608444,,114.0390919,22.67151122
,0.001901627,1.91E-06,,,0.006725311,0.522972107,,0.212163925,0.005996704,0.14188385,0.057554245,0.002616882,0.004495621,3.81E-06,0.000209808,0.04445076,,,114.0220675,22.54566956
,0.046068192,0.000780106,,,0.382675171,0.313121796,0.000320435,0.087276459,0.003074646,0.113399506,0.015342712,0.000392914,0.004577637,0.002088547,1.91E-06,0.029623032,3.81E-06,0.002229691,114.0018497,22.66475754
0.001268387,0.034963608,5.53E-05,3.81E-06,,0.008766174,0.546081543,3.05E-05,0.22016716,,0.179634094,0.002193451,0.000514984,0.000875473,,0.000654221,0.005765915,1.91E-06,,114.1642941,22.5627442
9.73E-05,0.001667023,,0.020633698,7.06E-05,0.229259491,0.391494751,0.001052856,0.082698822,0.00835228,0.159164429,0.007583618,0.001573563,0.083574295,3.81E-05,0.000289917,0.013376236,4.96E-05,,114.0612793,22.64659574
0.019577026,0.00050354,,,1.91E-06,0.008876801,0.147609711,0.091978073,0.613628387,,0.047107697,0.001462936,0.00652504,0.026330948,0.003110886,6.68E-05,0.03418541,1.14E-05,,113.9625304,22.59653823
0.00743866,0.06178093,,,9.35E-05,0.02945137,0.674711227,0.011493683,0.113935471,4.20E-05,0.080387115,0.006505966,0.000621796,0.008119583,0.001787186,0.003938675,0.000652313,1.72E-05,,114.151003,22.63629268
0.004659653,0.150262833,0.001211166,,,0.197486877,0.288888931,0.003221512,0.302116394,0.000164032,0.04265976,7.06E-05,0.006286621,,,0.001293182,0.002637863,1.72E-05,,113.8837681,22.57898401
0.586782455,0.01710701,0.000406265,0.047483444,0.000108719,0.257900238,,,0.062314987,,0.019826889,,0.000350952,0.007404327,,0.001291275,,,,114.0099455,22.58447865
0.001871109,0.002239227,0.002464294,,,0.195524216,0.407857895,1.91E-06,0.148073196,0.000102997,0.237098694,,0.003110886,0.000217438,0.001504898,5.53E-05,0.000394821,0.000459671,,114.1726497,22.6361472
0.007202148,0.009166718,,,,0.131046295,0.359390259,,0.376415253,,0.110692978,,3.05E-05,,3.81E-06,0.000329971,0.006698608,,,114.1209047,22.57672119
7.63E-05,0.028450012,,,,0.000394821,0.508605957,,0.247344971,7.63E-06,0.20195961,3.81E-06,0.004386902,9.92E-05,,0.000144958,0.008346558,0.001155853,,114.1074636,22.6399765
7.63E-06,6.48E-05,,,,0.206510544,0.197313309,0.011415482,0.399429321,0.003835678,0.118326187,0.055685043,0.001216888,0.000259399,0.000143051,,0.00676918,,,113.9658813,22.53171457
,0.007482529,1.34E-05,,,0.13958931,0.121578217,9.16E-05,0.498041153,0.00233078,0.126747131,0.073282242,0.001476288,0.000257492,9.16E-05,7.63E-06,0.029966354,2.10E-05,,114.0342608,22.61601203
0.000524521,0.000535965,,,3.81E-06,0.060697556,0.235803604,,0.265947342,,0.054187775,0.002882004,0.017066956,0.352331161,0.001300812,0.000577927,0.009082794,3.43E-05,,113.8816084,22.59311099
0.08968544,0.02466011,,1.53E-05,,0.011140823,0.626779556,0.002223969,0.01906395,,0.109392166,0.090713501,0.010650635,0.014575958,1.53E-05,0.001115799,0.000177383,0.000766754,,113.8738781,22.51363242
0.003162384,0.108932495,0.00485611,1.91E-06,,0.504920959,0.088367462,0.000936508,0.207612991,8.20E-05,0.069051743,,0.001237869,5.72E-06,0.001132965,0.000295639,0.010372162,5.72E-06,1.91E-06,114.0460815,22.63897198
7.06E-05,0.003574371,,,,0.077072144,0.520280838,0.004985809,0.139480591,,0.061376572,0.000377655,0.001052856,0.177583694,0.002128601,0.002592087,0.010360718,4.01E-05,,114.1046977,22.65692006
0.000133514,0.014762878,,0.003068924,,0.047964096,0.141889572,0.00100708,0.517856598,0.008155823,0.106584549,0.001102448,0.023647308,0.017450333,0.003005981,0.019433975,0.094903946,9.54E-06,,114.1377159,22.56242566
6.68E-05,0.00031662,9.54E-05,,0.000205994,0.009094238,0.672903061,0.004184723,0.107288361,0.000761032,0.073179245,2.48E-05,0.008443832,0.108545303,0.000125885,0.000894547,0.014816284,9.54E-06,2.10E-05,113.9616297,22.56187722
0.01076889,0.016885757,,,,0.122110367,0.421880722,0.019033432,0.297727585,5.72E-06,0.078645706,0.000141144,0.004606247,0.028184891,,0.000349045,0.000436783,0.000200272,,114.1418202,22.6532367
0.000221252,0.002311707,,,,0.041622162,0.319669724,0.024751663,0.446987152,,0.111839294,0.039175034,0.002161026,3.05E-05,,0.00079155,0.011415482,,,113.9485319,22.55351594
0.006364822,0.003789902,,0.000564575,1.53E-05,0.017589569,0.617328644,0.001718521,0.093265533,0.000305176,0.180213928,3.81E-05,0.007276535,0.038896561,9.54E-05,0.000595093,0.03291893,,,114.0991432,22.5866071
,1.91E-06,,,,0.028150558,0.238855362,,0.51632309,0.000391006,0.082521439,0.072828293,0.001743317,0.042917252,0.000337601,0.000278473,0.012922287,,0.003705978,113.8511193,22.59027015
0.064926147,0.012298584,1.91E-06,,,0.00658226,0.386814117,,0.373737335,,0.126316071,7.63E-06,0.00160408,0.006399155,0.000829697,3.81E-06,0.021455765,,,114.0055244,22.59130859
0.018781662,0.067926407,0.015512466,,5.53E-05,0.12972641,0.054018021,0.003725052,0.590608597,0.000988007,0.049427032,0.008234024,0.005544662,0.02249527,0.002767563,0.006286621,0.024877548,,1.91E-06,113.9031825,22.55724228
0.0025177,0.05430603,,1.14E-05,,0.128234863,0.475498199,0.001609802,0.110816956,,0.143714905,3.05E-05,0.004810333,0.068193436,0.000778198,0.000743866,0.009552002,0.00015831,,114.0029264,22.65556245
,0.001085281,,,,0.012369156,0.168741226,,0.709363937,,0.041353226,0.067165375,0.000116348,0.000640869,,,0.000141144,,,113.9892758,22.54412189
,0.00393486,,,,0.011049271,0.649465561,0.002130508,0.046592712,0.003824234,0.214729309,0.009105682,0.008308411,0.012493134,1.14E-05,0.000999451,0.038293839,,3.81E-05,113.8750567,22.51654295
,0.012357712,0.000141144,,,0.000999451,0.134506226,,0.699443817,0.000131607,0.142608643,0.003183365,,,,,0.007604599,,,113.9459881,22.58351452
0.002578735,0.001405716,,9.54E-06,,0.264656067,0.368387222,0.021816254,0.063905716,2.48E-05,0.20526123,3.81E-06,0.001396179,0.062314987,0.001085281,0.001958847,0.006113052,5.91E-05,,113.8126696,22.70453749
,0.001361847,,,,0.001699448,0.006660461,0.000637054,0.865524292,6.87E-05,0.08294487,0.011537552,0.00087738,0.011734009,0.002759933,0.000591278,0.014579773,,,113.9565142,22.59469563
,0.085300446,,0.000570297,,0.002698898,0.444742203,0.008144379,0.307033539,,0.131891251,0.003370285,0.005687714,0.000648499,,0.00336647,0.007339478,0.000183105,,113.8975499,22.59444988
0.008821487,0.013185501,0.009040833,,1.34E-05,0.12525177,0.447223663,0.001239777,0.188987732,0.005796432,0.08405304,0.017351151,0.023393631,0.054325104,0.00138092,0.000602722,0.019050598,0.000804901,0.000453949,113.8927906,22.5608325
0.002622604,0.008659363,,,,0.072008133,0.55529213,0.007041931,0.130195618,0.002038956,0.138936996,0.000764847,0.006774902,0.002904892,0.000757217,0.000974655,0.071933746,2.86E-05,4.20E-05,114.0751925,22.6321532
0.002534866,0.006088257,0.000843048,,,0.512878418,0.140459061,0.01758194,0.13435936,0.001314163,0.050426483,0.014404297,3.43E-05,0.07699585,0.002183914,5.15E-05,0.040817261,1.91E-06,1.91E-06,114.0751707,22.65391935
1.91E-06,0.011953354,0.000871658,,,0.044839859,0.396755219,4.58E-05,0.279460907,0.00645256,0.099573135,0.058359146,0.009346008,0.010240555,0.004377365,0.000331879,0.078094482,1.14E-05,0.000261307,114.0980126,22.5586274
0.004335403,0.065992355,0.000234604,,0.00629425,0.110719681,0.379991531,0.000366211,0.219017029,0.000553131,0.160863876,,0.008331299,0.023859024,0.000131607,0.007925034,0.012361526,,,113.9100086,22.51812482
0.121765137,0.004566193,0.012304306,0.000139236,1.34E-05,0.600465775,0.133766174,,0.006303787,0.008504868,0.053297043,,3.05E-05,0.001592636,0.053537369,0.000858307,0.003749847,7.44E-05,7.63E-06,114.1184689,22.54864878
0.001184464,0.049648285,0.001502991,0.001012802,,0.287425995,0.062469482,,0.39418602,3.81E-06,0.132390976,0.052869797,0.005245209,0.010375977,0.000118256,0.00079155,0.001749039,,1.91E-06,114.0507368,22.53771973
0.00230217,0.036514282,0.000102997,1.72E-05,,0.000612259,0.446205139,,0.329013824,5.72E-06,0.171831131,3.24E-05,0.00598526,0.006639481,,0.000888824,0.000669479,0.000156403,,114.0575507,22.5788226
0.000654221,0.02889061,1.14E-05,2.67E-05,5.15E-05,0.042051315,0.540157318,0.000495911,0.166053772,,0.19426918,0.00702095,0.002544403,0.00994873,0.000110626,0.003156662,0.005495071,3.81E-05,,114.0437991,22.60137411
